baseline_best_epoch,baseline_test_success_percent,paired_delta_ci95_high,paired_delta_ci95_low,paired_delta_v1_minus_baseline_percent,train_seed,v1_best_epoch,v1_test_success_percent
45,87.1,2.200000047683716,-2.0999999046325684,0.0,3072,45,87.1
45,80.5,1.3000000715255737,-4.5,-1.600000023841858,3073,45,78.9
35,81.6,5.299999713897705,0.30000001192092896,2.8999998569488525,3074,45,84.5
45,84.6,2.200000047683716,-2.5,-0.10000000149011612,3075,45,84.5
45,87.2,1.2000000476837158,-3.5,-1.100000023841858,3076,45,86.1
