aggregate_episodes,aggregate_success_percent,aggregate_successes,checkpoint_exists,description,diag_app_aug_sensitivity,diag_app_nuisance_probe_mse,diag_appearance_nuisance_head_mse,diag_dynamics_nuisance_head_mse,diag_emb_app_cross_cov,diag_emb_aug_sensitivity,diag_emb_nuisance_probe_mse,diag_has_app_emb,output_model_name,output_suffix,seed42_episodes,seed42_success_rate,seed42_successes,seed43_episodes,seed43_success_rate,seed43_successes,seed44_episodes,seed44_success_rate,seed44_successes,seed45_episodes,seed45_success_rate,seed45_successes,stage,train_seed,variant_id
200,5.5,11,True,Baseline LeWM single dynamics latent.,,,,,,,,False,lewm_pusht_reliable_s2_seed3072,_s2_seed3072,50,0.0,0,50,4.0,2,50,10.0,5,50,8.0,4,stage2,3072,baseline
200,5.0,10,True,Baseline LeWM single dynamics latent.,,,,,,,,False,lewm_pusht_reliable_s2_seed3073,_s2_seed3073,50,0.0,0,50,10.0,5,50,4.0,2,50,6.0,3,stage2,3073,baseline
200,5.0,10,True,Current v1: appearance projector + invariance + independence.,2.2119505956652574e-05,0.22542047500610352,,,0.045051902532577515,0.0009182827780023217,0.16422033309936523,True,aflewm_pusht_v1_reliable_s2_seed3072,_s2_seed3072,50,2.0,1,50,6.0,3,50,6.0,3,50,6.0,3,stage2,3072,v1_current
200,4.5,9,True,Current v1: appearance projector + invariance + independence.,2.5176403141813353e-05,0.2481728494167328,,,0.04178076609969139,0.0009794544894248247,0.12880821526050568,True,aflewm_pusht_v1_reliable_s2_seed3073,_s2_seed3073,50,4.0,2,50,8.0,4,50,2.0,1,50,4.0,2,stage2,3073,v1_current
200,4.0,8,True,v2 without dynamics-side adversarial nuisance loss.,0.05158495157957077,0.16131268441677094,0.14656586945056915,,0.520853579044342,0.029920855537056923,282.6998596191406,True,aflewm_pusht_v2_app_nuisance_only_s2_seed3072,_s2_seed3072,50,0.0,0,50,2.0,1,50,4.0,2,50,10.0,5,stage2,3072,v2_app_nuisance_only
200,6.0,12,True,v2 without dynamics-side adversarial nuisance loss.,0.055926959961652756,0.13666920363903046,0.14961335062980652,,0.4505493640899658,0.020252007991075516,50.08067321777344,True,aflewm_pusht_v2_app_nuisance_only_s2_seed3073,_s2_seed3073,50,8.0,4,50,8.0,4,50,4.0,2,50,4.0,2,stage2,3073,v2_app_nuisance_only
